id,marital_0,marital_1,marital_2,education_0,education_1,education_2,education_3,age
29105,0,0,1,0,0,1,0,35
2085,0,1,0,0,1,0,0,37
37066,0,1,0,0,0,1,0,50
41787,0,0,1,0,0,1,0,35
27018,1,0,0,0,0,1,0,33
16470,0,0,1,0,1,0,0,28
15054,1,0,0,0,1,0,0,42
4115,0,1,0,1,0,0,0,57
3329,0,1,0,0,0,1,0,46
41109,0,0,1,0,1,0,0,26
41737,0,1,0,0,0,1,0,36
35265,0,1,0,0,1,0,0,48
3506,1,0,0,0,1,0,0,56
7010,0,1,0,0,1,0,0,45
37790,0,0,1,1,0,0,0,42
26004,0,1,0,0,1,0,0,30
3576,0,1,0,0,1,0,0,49
16023,0,1,0,0,0,1,0,35
1442,0,0,1,0,1,0,0,26
18179,0,1,0,0,1,0,0,31
35769,0,0,1,0,1,0,0,37
9103,0,1,0,0,1,0,0,36
29318,0,1,0,0,1,0,0,55
39306,0,1,0,0,1,0,0,49
25056,0,1,0,0,1,0,0,44
9300,0,1,0,0,1,0,0,44
1038,0,1,0,0,1,0,0,32
45088,0,0,1,0,0,1,0,38
5914,0,1,0,0,1,0,0,35
465,0,0,1,0,1,0,0,57
38423,0,0,1,0,1,0,0,26
11375,1,0,0,0,0,1,0,52
1334,0,1,0,1,0,0,0,49
22750,0,1,0,0,1,0,0,45
44831,1,0,0,0,0,1,0,46
30314,0,0,1,0,1,0,0,33
14303,0,1,0,0,0,1,0,46
23962,0,1,0,0,0,1,0,55
10683,0,1,0,0,1,0,0,46
16284,1,0,0,0,0,1,0,35
11194,0,0,1,0,0,1,0,37
10401,0,0,1,0,1,0,0,35
35816,0,1,0,0,0,1,0,41
14864,0,0,1,0,1,0,0,48
34927,0,0,1,0,0,0,1,31
14156,0,1,0,1,0,0,0,39
1545,0,1,0,0,1,0,0,52
44630,0,1,0,0,1,0,0,55
12304,1,0,0,0,0,0,1,40
28919,0,1,0,0,1,0,0,44
40423,0,0,1,0,1,0,0,31
24809,0,0,1,0,0,1,0,35
1289,0,1,0,0,1,0,0,35
39658,0,1,0,0,0,1,0,47
40781,0,0,1,0,0,1,0,23
26653,1,0,0,1,0,0,0,35
14409,0,0,1,0,0,1,0,35
41196,0,0,1,0,1,0,0,24
34929,0,0,1,1,0,0,0,42
4040,0,0,1,0,0,1,0,25
29081,0,1,0,0,1,0,0,38
34644,0,0,1,0,1,0,0,25
31856,0,1,0,0,0,1,0,38
42433,0,0,1,0,1,0,0,34
30724,0,0,1,0,0,1,0,35
30419,0,1,0,0,1,0,0,52
44215,0,1,0,0,1,0,0,48
36194,0,1,0,0,1,0,0,32
17318,0,1,0,0,1,0,0,32
973,0,1,0,0,1,0,0,58
33048,0,1,0,0,1,0,0,37
11341,0,0,1,0,1,0,0,40
21180,0,0,1,0,0,1,0,30
33037,0,1,0,1,0,0,0,44
12383,0,1,0,0,0,1,0,56
23177,0,1,0,0,1,0,0,45
11828,0,0,1,0,1,0,0,36
6007,0,1,0,0,1,0,0,33
27557,0,1,0,0,0,1,0,36
7617,0,0,1,0,0,1,0,41
16810,0,1,0,0,1,0,0,26
20774,0,1,0,0,0,0,1,60
23126,0,0,1,0,1,0,0,37
44737,0,0,1,0,0,0,1,46
36393,0,1,0,0,1,0,0,38
13839,0,1,0,0,0,1,0,48
39351,0,0,1,0,1,0,0,35
17421,0,0,1,0,0,1,0,30
175,1,0,0,0,1,0,0,53
38400,0,0,1,1,0,0,0,29
25503,0,1,0,0,0,1,0,54
17571,0,1,0,0,1,0,0,51
12690,1,0,0,0,0,1,0,54
23878,0,1,0,0,0,1,0,39
31944,0,1,0,0,0,1,0,39
26504,0,1,0,1,0,0,0,53
32684,0,1,0,1,0,0,0,45
39645,0,0,1,0,1,0,0,25
41843,1,0,0,1,0,0,0,83
106,0,1,0,0,0,1,0,47
41589,0,0,1,0,0,1,0,31
19201,1,0,0,0,0,1,0,57
10677,0,1,0,0,0,1,0,41
6542,0,1,0,0,1,0,0,24
14260,0,1,0,0,1,0,0,50
27296,0,1,0,0,1,0,0,56
13761,0,1,0,0,1,0,0,38
708,0,1,0,0,1,0,0,47
32644,1,0,0,0,1,0,0,45
5620,0,1,0,0,1,0,0,49
31760,0,1,0,0,1,0,0,55
17814,0,1,0,0,1,0,0,39
25798,0,1,0,0,0,1,0,32
2150,1,0,0,1,0,0,0,56
24997,0,0,1,0,1,0,0,34
28261,0,1,0,0,0,1,0,53
32707,0,1,0,0,0,0,1,40
36331,0,0,1,0,1,0,0,34
35994,0,1,0,1,0,0,0,36
10528,0,1,0,0,0,1,0,39
22421,0,1,0,0,1,0,0,55
32677,0,1,0,0,1,0,0,32
29247,1,0,0,0,1,0,0,48
16081,0,0,1,0,1,0,0,28
43826,0,0,1,0,0,0,1,33
31917,1,0,0,0,1,0,0,53
43410,0,1,0,0,0,1,0,49
30299,0,0,1,0,0,1,0,36
13481,0,0,1,0,1,0,0,28
31052,0,1,0,0,0,0,1,71
41485,0,0,1,0,0,0,1,22
36524,0,1,0,1,0,0,0,45
3882,0,1,0,0,1,0,0,41
3402,0,1,0,0,1,0,0,41
10052,0,1,0,0,0,1,0,37
31150,0,1,0,0,0,0,1,62
24478,1,0,0,0,0,1,0,56
8861,0,0,1,0,1,0,0,35
12903,0,0,1,1,0,0,0,33
30910,0,0,1,0,1,0,0,30
427,0,1,0,1,0,0,0,54
29890,0,0,1,0,1,0,0,26
8297,0,1,0,0,1,0,0,35
10136,1,0,0,1,0,0,0,57
3650,0,0,1,1,0,0,0,28
42399,0,1,0,0,0,1,0,48
31345,0,1,0,0,0,1,0,62
20359,0,1,0,1,0,0,0,53
41769,1,0,0,0,1,0,0,46
42456,0,1,0,0,1,0,0,34
9110,0,1,0,1,0,0,0,42
10526,0,1,0,1,0,0,0,58
34780,0,0,1,0,1,0,0,38
27592,0,0,1,0,1,0,0,40
39337,0,0,1,0,1,0,0,30
9851,0,1,0,0,0,1,0,40
34242,0,1,0,0,1,0,0,35
20310,0,1,0,0,0,1,0,35
36903,0,0,1,0,1,0,0,28
17309,0,0,1,0,1,0,0,32
32970,0,1,0,0,1,0,0,39
33558,0,1,0,0,1,0,0,34
20789,0,0,1,0,1,0,0,32
9484,0,1,0,0,0,1,0,34
25050,0,1,0,0,1,0,0,41
1951,0,1,0,0,1,0,0,25
3035,0,1,0,0,1,0,0,43
37091,0,0,1,0,0,1,0,38
38481,0,0,1,0,0,1,0,28
4246,0,1,0,0,0,1,0,40
28354,0,1,0,0,1,0,0,30
31319,0,1,0,0,0,1,0,44
24611,0,1,0,0,1,0,0,51
37490,0,1,0,0,1,0,0,35
163,0,1,0,0,1,0,0,40
17643,0,0,1,0,1,0,0,26
20331,0,0,1,0,1,0,0,37
1627,0,1,0,0,1,0,0,45
15055,0,0,1,0,0,1,0,42
29231,0,1,0,0,0,1,0,33
14049,0,1,0,0,1,0,0,35
9890,0,1,0,0,1,0,0,58
37680,0,0,1,0,1,0,0,37
5298,0,1,0,0,0,1,0,31
9748,0,1,0,0,1,0,0,44
7552,0,0,1,0,1,0,0,25
16513,1,0,0,0,1,0,0,52
32423,0,0,1,0,1,0,0,30
15196,0,1,0,0,0,1,0,32
2149,0,1,0,1,0,0,0,36
9059,1,0,0,0,0,1,0,55
12380,0,1,0,0,1,0,0,30
2058,0,1,0,1,0,0,0,30
41305,0,0,1,0,1,0,0,29
3307,0,1,0,0,0,1,0,53
40720,0,0,1,0,0,1,0,26
40056,0,0,1,0,1,0,0,42
30046,0,0,1,0,1,0,0,33
1314,0,1,0,0,0,1,0,36
3409,0,1,0,0,0,1,0,53
39029,1,0,0,0,1,0,0,33
41665,0,1,0,0,0,1,0,48
23327,0,0,1,0,1,0,0,31
37848,0,0,1,1,0,0,0,39
37910,0,1,0,0,0,1,0,53
24386,0,0,1,0,0,1,0,31
12086,0,1,0,0,1,0,0,54
5949,0,1,0,1,0,0,0,43
18366,0,1,0,0,1,0,0,36
35138,0,1,0,0,1,0,0,48
31462,1,0,0,0,1,0,0,35
6187,0,0,1,0,0,0,1,36
44838,0,0,1,0,1,0,0,32
34231,0,1,0,0,0,1,0,33
11515,0,1,0,0,1,0,0,39
2748,0,0,1,0,1,0,0,25
37489,0,1,0,0,1,0,0,45
45049,0,0,1,0,1,0,0,25
17632,0,1,0,0,0,1,0,36
34548,0,1,0,0,1,0,0,41
10068,0,1,0,0,1,0,0,48
24065,0,1,0,0,0,1,0,58
44070,0,0,1,0,1,0,0,31
16237,1,0,0,0,1,0,0,49
28363,0,0,1,0,1,0,0,34
11007,0,1,0,0,0,1,0,51
43359,0,1,0,1,0,0,0,57
19387,0,1,0,1,0,0,0,32
8604,0,0,1,0,0,1,0,33
25818,0,1,0,0,1,0,0,51
15183,0,1,0,0,1,0,0,49
39380,0,1,0,0,0,1,0,30
1216,0,0,1,0,1,0,0,30
13246,0,1,0,0,0,1,0,34
38687,0,1,0,1,0,0,0,55
15249,0,1,0,0,1,0,0,43
27445,1,0,0,0,1,0,0,57
5784,0,1,0,0,1,0,0,34
10280,0,1,0,0,0,1,0,45
44620,0,1,0,0,1,0,0,69
42818,0,0,1,1,0,0,0,20
34439,0,0,1,0,1,0,0,27
261,0,0,1,0,0,1,0,34
41139,1,0,0,0,0,1,0,55
23908,0,1,0,0,0,1,0,49
39313,0,1,0,0,1,0,0,57
12786,1,0,0,0,1,0,0,45
24685,0,1,0,0,0,1,0,43
44576,0,0,1,0,0,1,0,24
43812,0,1,0,0,0,1,0,37
39408,0,1,0,0,0,1,0,39
39511,0,1,0,0,1,0,0,28
33159,0,0,1,0,0,1,0,34
38186,0,1,0,0,1,0,0,31
7970,0,0,1,0,1,0,0,31
26806,1,0,0,0,1,0,0,36
43866,0,0,1,1,0,0,0,27
17723,1,0,0,1,0,0,0,35
18740,0,1,0,0,0,1,0,37
28433,0,0,1,0,1,0,0,34
23662,0,0,1,0,0,1,0,36
27589,0,0,1,0,1,0,0,33
24023,0,1,0,1,0,0,0,51
29740,0,1,0,0,0,1,0,54
16983,0,1,0,0,1,0,0,46
16910,0,0,1,0,1,0,0,27
32382,0,0,1,0,0,1,0,31
4593,0,1,0,1,0,0,0,40
2356,0,0,1,0,1,0,0,24
32290,0,0,1,0,0,0,1,34
42297,0,1,0,0,0,1,0,37
15122,0,1,0,0,1,0,0,32
2872,0,1,0,0,1,0,0,47
14753,0,0,1,0,1,0,0,25
33945,1,0,0,0,0,1,0,47
7618,0,0,1,0,1,0,0,35
26081,0,1,0,0,1,0,0,59
23541,0,0,1,0,1,0,0,31
35059,0,1,0,0,0,0,1,29
3568,0,1,0,1,0,0,0,52
39777,0,1,0,0,1,0,0,59
29232,0,1,0,0,1,0,0,58
17816,0,0,1,0,1,0,0,26
16994,1,0,0,0,1,0,0,37
42362,0,0,1,0,1,0,0,28
39372,0,1,0,0,1,0,0,45
1276,0,1,0,0,0,0,1,36
16705,0,1,0,0,1,0,0,33
44925,0,0,1,0,1,0,0,21
32047,0,1,0,0,1,0,0,29
44720,0,1,0,0,1,0,0,36
36538,1,0,0,0,1,0,0,34
15299,0,0,1,0,1,0,0,35
30962,0,0,1,0,0,1,0,27
27783,0,1,0,0,1,0,0,26
12655,0,0,1,0,1,0,0,26
25688,0,1,0,0,0,1,0,33
35501,0,1,0,0,0,1,0,46
31097,0,1,0,0,1,0,0,51
42534,0,1,0,0,1,0,0,68
17351,0,1,0,0,0,1,0,45
5626,0,0,1,0,1,0,0,26
32500,0,0,1,0,0,1,0,48
42773,0,1,0,0,0,1,0,39
4032,0,1,0,1,0,0,0,44
28973,0,1,0,0,1,0,0,38
36166,0,1,0,0,0,0,1,45
17502,0,1,0,0,1,0,0,41
8967,0,1,0,1,0,0,0,59
10898,0,1,0,0,1,0,0,44
38252,0,1,0,0,1,0,0,39
42490,0,0,1,0,0,1,0,30
39541,0,0,1,0,0,1,0,32
266,0,0,1,0,0,1,0,37
37353,0,0,1,0,1,0,0,30
24667,0,1,0,0,0,1,0,45
17695,0,1,0,0,1,0,0,41
41803,0,1,0,1,0,0,0,60
31791,0,1,0,0,0,1,0,38
41194,0,1,0,0,0,1,0,43
11324,0,0,1,0,0,1,0,44
19063,0,1,0,0,1,0,0,55
44675,0,1,0,0,1,0,0,35
11292,1,0,0,0,1,0,0,41
11020,0,0,1,0,0,1,0,37
43228,0,0,1,0,1,0,0,40
40005,0,0,1,0,0,1,0,39
1357,0,1,0,1,0,0,0,43
15465,0,1,0,0,0,1,0,29
37562,0,0,1,0,1,0,0,28
38920,0,0,1,1,0,0,0,27
1928,0,0,1,0,0,1,0,32
21039,0,1,0,0,0,0,1,52
42034,0,1,0,0,0,1,0,57
69,0,0,1,0,1,0,0,35
35241,0,1,0,0,0,1,0,40
7917,0,1,0,0,1,0,0,42
14658,0,1,0,0,0,1,0,43
23312,0,1,0,0,1,0,0,36
18467,1,0,0,0,0,0,1,46
43334,0,0,1,0,1,0,0,52
29548,0,1,0,0,1,0,0,49
4261,0,1,0,0,0,0,1,35
17681,0,0,1,0,1,0,0,51
28095,0,0,1,0,1,0,0,31
28138,0,0,1,0,1,0,0,34
39392,0,1,0,0,1,0,0,47
30325,0,0,1,0,1,0,0,26
7661,0,1,0,0,1,0,0,53
11262,1,0,0,1,0,0,0,59
43066,0,0,1,0,0,1,0,35
10947,1,0,0,0,0,1,0,56
11641,1,0,0,0,1,0,0,43
9365,0,0,1,0,1,0,0,35
32037,0,0,1,0,1,0,0,33
36854,0,1,0,1,0,0,0,40
8876,0,1,0,0,1,0,0,41
30425,0,0,1,0,1,0,0,47
19988,0,1,0,1,0,0,0,53
32752,0,1,0,1,0,0,0,36
8188,0,0,1,0,1,0,0,34
35809,0,1,0,1,0,0,0,41
38480,0,0,1,0,1,0,0,22
14277,0,0,1,0,1,0,0,28
21374,0,1,0,1,0,0,0,35
43590,0,1,0,0,0,1,0,41
19533,0,1,0,0,0,1,0,36
12573,0,1,0,0,1,0,0,31
42273,0,0,1,0,1,0,0,37
3739,0,1,0,1,0,0,0,58
1227,1,0,0,0,1,0,0,33
39108,0,0,1,0,1,0,0,24
35713,0,0,1,0,1,0,0,31
42838,0,0,1,0,1,0,0,31
39889,0,1,0,0,1,0,0,42
34740,0,1,0,0,1,0,0,49
21091,0,1,0,0,1,0,0,46
34592,0,1,0,0,1,0,0,40
7949,1,0,0,0,1,0,0,32
15477,0,1,0,0,0,1,0,51
39385,0,0,1,0,0,0,1,43
21900,0,1,0,1,0,0,0,47
12270,0,1,0,0,1,0,0,36
25156,1,0,0,1,0,0,0,54
743,0,1,0,0,0,0,1,57
38970,0,1,0,1,0,0,0,33
3017,0,1,0,0,1,0,0,51
31492,0,0,1,0,0,0,1,19
31949,0,1,0,1,0,0,0,43
41454,0,1,0,0,1,0,0,72
39307,0,0,1,0,1,0,0,27
11718,0,0,1,1,0,0,0,45
31156,0,0,1,0,1,0,0,29
43520,0,1,0,0,1,0,0,51
30357,0,1,0,0,1,0,0,37
7149,0,1,0,0,1,0,0,50
26631,0,0,1,0,0,1,0,31
28830,0,1,0,0,1,0,0,60
36135,0,1,0,0,1,0,0,31
35098,0,1,0,0,1,0,0,46
35290,0,1,0,0,0,1,0,58
13385,0,1,0,0,0,1,0,53
10471,0,1,0,0,0,1,0,50
23579,1,0,0,0,0,1,0,44
30327,0,0,1,0,0,1,0,28
3944,1,0,0,0,0,1,0,49
20003,0,0,1,0,0,1,0,33
14491,1,0,0,0,1,0,0,27
41441,0,1,0,0,1,0,0,62
24004,0,1,0,0,1,0,0,37
22690,0,1,0,0,0,1,0,37
32051,0,1,0,0,1,0,0,65
8920,0,1,0,0,1,0,0,36
23106,0,1,0,0,0,1,0,42
35915,0,1,0,0,1,0,0,44
28415,0,1,0,0,1,0,0,52
41183,0,1,0,1,0,0,0,74
15842,0,1,0,1,0,0,0,43
10954,0,1,0,0,1,0,0,37
27446,0,1,0,1,0,0,0,43
3697,0,1,0,0,1,0,0,40
28909,0,1,0,0,0,1,0,46
37067,0,0,1,0,1,0,0,36
2718,0,1,0,1,0,0,0,39
23521,0,1,0,0,1,0,0,42
37349,0,0,1,0,0,1,0,30
41121,0,1,0,0,1,0,0,62
31240,0,1,0,0,1,0,0,62
32017,0,1,0,0,1,0,0,39
36615,0,0,1,1,0,0,0,48
1405,0,1,0,0,1,0,0,28
23530,0,1,0,0,0,1,0,37
18743,0,1,0,0,1,0,0,43
13865,0,1,0,0,0,1,0,37
16274,1,0,0,0,1,0,0,42
10826,0,1,0,0,1,0,0,39
34916,0,1,0,1,0,0,0,33
37908,0,0,1,1,0,0,0,35
17282,1,0,0,0,1,0,0,58
36069,0,0,1,0,0,1,0,49
25439,0,1,0,1,0,0,0,33
11448,1,0,0,0,1,0,0,41
3108,0,1,0,1,0,0,0,43
5155,0,1,0,1,0,0,0,36
27272,0,1,0,0,0,1,0,43
22728,0,0,1,0,0,1,0,39
2246,0,1,0,0,1,0,0,50
8419,0,1,0,0,1,0,0,42
44371,0,0,1,0,0,1,0,32
1253,0,1,0,0,0,1,0,34
999,0,0,1,0,1,0,0,33
29546,0,0,1,0,1,0,0,28
6969,0,0,1,1,0,0,0,36
22513,0,1,0,0,1,0,0,35
38049,0,0,1,1,0,0,0,47
28442,1,0,0,0,1,0,0,55
4596,0,0,1,0,1,0,0,31
9778,0,1,0,1,0,0,0,41
43677,0,1,0,0,0,1,0,54
38666,0,1,0,0,1,0,0,34
3542,0,1,0,0,1,0,0,55
15287,0,0,1,0,0,1,0,54
9986,0,1,0,0,1,0,0,52
30338,0,0,1,0,0,1,0,36
5671,1,0,0,0,1,0,0,42
29931,1,0,0,0,1,0,0,33
44691,0,1,0,0,1,0,0,32
12820,0,1,0,1,0,0,0,49
6349,0,1,0,0,0,1,0,37
18321,0,1,0,0,0,0,1,56
6800,0,0,1,0,1,0,0,27
20817,0,1,0,0,1,0,0,39
31078,0,0,1,0,1,0,0,35
220,0,1,0,0,1,0,0,40
1034,0,0,1,0,1,0,0,41
29535,1,0,0,0,0,1,0,52
27111,0,1,0,0,0,1,0,40
16993,0,1,0,0,0,0,1,46
40828,0,1,0,0,0,1,0,46
12866,1,0,0,1,0,0,0,59
39564,0,1,0,0,0,0,1,47
35169,0,0,1,0,1,0,0,50
10261,0,1,0,0,0,1,0,44
7609,0,1,0,0,1,0,0,29
11139,0,1,0,0,1,0,0,39
38874,0,1,0,1,0,0,0,35
28108,0,0,1,0,0,1,0,33
33438,0,1,0,0,1,0,0,27
1323,0,1,0,0,0,1,0,57
2258,0,1,0,0,1,0,0,31
28208,0,1,0,0,1,0,0,59
34642,0,0,1,0,0,1,0,27
26617,0,1,0,0,0,1,0,58
6746,0,1,0,0,1,0,0,34
36818,0,0,1,0,0,1,0,37
19263,0,1,0,0,0,1,0,46
1174,0,1,0,0,1,0,0,36
11361,0,1,0,1,0,0,0,54
26487,1,0,0,0,0,1,0,34
2591,0,1,0,0,0,1,0,37
7948,0,1,0,0,1,0,0,36
25873,0,0,1,0,1,0,0,42
34327,0,0,1,0,1,0,0,36
39039,0,0,1,0,0,1,0,29
6957,0,1,0,0,1,0,0,34
43400,0,1,0,0,1,0,0,47
17990,0,0,1,0,1,0,0,36
44559,0,0,1,0,1,0,0,30
14809,0,1,0,0,1,0,0,42
17530,0,1,0,0,0,1,0,44
43889,0,1,0,0,0,1,0,34
10270,0,1,0,0,0,0,1,47
39784,0,0,1,0,1,0,0,34
31123,1,0,0,0,1,0,0,41
8578,0,1,0,0,0,1,0,30
18777,0,0,1,0,1,0,0,32
24437,0,1,0,0,1,0,0,58
30940,0,0,1,0,1,0,0,35
39178,0,0,1,0,1,0,0,28
4828,0,1,0,0,1,0,0,38
786,1,0,0,0,1,0,0,32
8047,0,0,1,0,1,0,0,33
26907,0,0,1,0,1,0,0,35
43257,0,1,0,0,0,0,1,44
21307,0,0,1,0,0,1,0,30
15521,0,0,1,0,1,0,0,28
36959,0,1,0,0,1,0,0,37
37744,0,0,1,0,1,0,0,41
15829,0,0,1,0,0,1,0,35
19529,0,1,0,0,0,1,0,34
1295,0,1,0,0,1,0,0,46
30691,0,1,0,0,1,0,0,60
21191,0,1,0,0,1,0,0,36
3738,0,1,0,1,0,0,0,51
26741,0,1,0,0,1,0,0,35
8030,0,1,0,0,1,0,0,44
43462,0,0,1,0,1,0,0,25
10403,0,1,0,0,1,0,0,40
40703,0,1,0,0,0,0,1,59
10676,0,1,0,0,0,1,0,50
37814,0,1,0,1,0,0,0,43
2243,0,1,0,1,0,0,0,36
35026,0,0,1,0,1,0,0,29
36043,0,1,0,1,0,0,0,33
16480,0,1,0,1,0,0,0,52
10209,0,1,0,0,1,0,0,60
22747,1,0,0,0,0,1,0,37
32976,0,1,0,0,1,0,0,57
8768,0,0,1,0,1,0,0,26
34392,0,1,0,0,1,0,0,31
37662,0,1,0,1,0,0,0,56
9686,0,1,0,0,1,0,0,32
14723,1,0,0,0,1,0,0,31
5367,0,0,1,0,1,0,0,28
16290,0,1,0,0,1,0,0,31
13645,0,0,1,1,0,0,0,31
17940,1,0,0,1,0,0,0,53
31327,1,0,0,0,0,1,0,49
15588,0,1,0,0,1,0,0,31
6592,0,1,0,1,0,0,0,29
16549,0,0,1,0,0,1,0,34
40557,0,0,1,0,0,1,0,49
25831,0,1,0,0,0,1,0,55
24378,0,0,1,0,1,0,0,50
8822,0,1,0,0,1,0,0,29
33952,0,0,1,0,0,1,0,52
18968,0,1,0,1,0,0,0,59
36037,1,0,0,0,1,0,0,44
6246,0,1,0,1,0,0,0,38
43693,0,0,1,0,1,0,0,32
16956,0,1,0,0,1,0,0,25
16769,0,1,0,0,0,1,0,31
5984,0,1,0,0,1,0,0,48
2244,0,1,0,1,0,0,0,46
16561,1,0,0,0,1,0,0,42
16942,0,1,0,0,0,1,0,45
29872,1,0,0,0,1,0,0,29
29776,0,1,0,1,0,0,0,58
28554,0,1,0,0,0,1,0,29
39523,0,1,0,0,0,1,0,37
7721,0,1,0,0,1,0,0,44
16967,1,0,0,0,0,1,0,48
648,0,1,0,0,0,1,0,41
19324,0,1,0,1,0,0,0,39
25063,0,1,0,1,0,0,0,35
35011,0,0,1,0,1,0,0,42
38802,0,1,0,0,1,0,0,35
12841,0,0,1,0,0,1,0,31
7319,0,0,1,0,0,1,0,52
27275,0,1,0,0,0,1,0,32
10833,0,1,0,1,0,0,0,44
2572,1,0,0,0,1,0,0,54
14078,0,1,0,0,0,1,0,47
16688,0,1,0,0,1,0,0,35
39325,0,0,1,0,1,0,0,37
25419,0,1,0,0,1,0,0,36
20784,0,0,1,0,0,1,0,34
3044,0,1,0,0,1,0,0,51
22757,0,1,0,0,1,0,0,54
43340,0,1,0,0,1,0,0,37
6195,0,1,0,0,1,0,0,34
9240,0,1,0,0,1,0,0,49
20510,0,1,0,1,0,0,0,44
13074,0,1,0,0,1,0,0,51
31320,0,1,0,0,1,0,0,50
23455,0,0,1,0,0,1,0,32
35620,0,1,0,0,1,0,0,38
38195,1,0,0,0,1,0,0,60
9003,0,1,0,0,0,1,0,49
39890,0,1,0,0,0,1,0,45
37037,0,0,1,0,1,0,0,32
2191,0,1,0,1,0,0,0,56
14698,1,0,0,0,1,0,0,36
39560,0,0,1,0,1,0,0,33
173,0,0,1,1,0,0,0,35
5651,1,0,0,1,0,0,0,49
41037,0,1,0,1,0,0,0,67
12637,0,0,1,0,0,1,0,36
2662,0,1,0,0,1,0,0,52
12229,0,0,1,0,1,0,0,25
36410,0,1,0,0,0,1,0,39
38079,0,0,1,0,1,0,0,39
8112,0,0,1,1,0,0,0,55
8633,0,0,1,0,1,0,0,26
39815,1,0,0,0,1,0,0,46
20502,0,1,0,0,0,1,0,37
16693,0,0,1,0,1,0,0,28
42666,0,1,0,1,0,0,0,49
29873,0,1,0,0,0,1,0,43
41287,0,0,1,1,0,0,0,60
34523,0,0,1,0,1,0,0,30
2873,0,1,0,0,1,0,0,49
27393,0,0,1,0,1,0,0,32
30508,0,0,1,0,0,1,0,28
23864,0,0,1,0,0,1,0,35
5243,0,0,1,0,0,1,0,43
33588,1,0,0,0,1,0,0,31
21014,0,1,0,0,0,1,0,30
29339,0,1,0,0,1,0,0,36
41425,0,1,0,1,0,0,0,55
32254,0,0,1,0,1,0,0,26
8728,0,0,1,0,1,0,0,42
24253,0,1,0,0,1,0,0,39
26089,0,1,0,0,0,1,0,53
41487,0,0,1,0,0,0,1,18
12647,0,1,0,0,0,1,0,50
7321,0,1,0,0,1,0,0,56
4439,1,0,0,0,1,0,0,38
18021,1,0,0,0,0,1,0,44
36596,0,1,0,0,0,1,0,31
5739,0,0,1,1,0,0,0,42
531,0,1,0,1,0,0,0,31
8377,0,0,1,0,1,0,0,34
36727,1,0,0,0,1,0,0,32
13192,0,1,0,1,0,0,0,56
9364,0,0,1,0,1,0,0,36
42602,0,0,1,0,1,0,0,25
7632,1,0,0,0,1,0,0,37
3013,0,1,0,0,1,0,0,48
27123,1,0,0,0,1,0,0,37
31877,0,0,1,0,1,0,0,33
34109,0,1,0,0,0,1,0,54
18523,0,1,0,1,0,0,0,46
43019,0,1,0,0,0,1,0,41
35066,0,0,1,0,1,0,0,30
24493,0,1,0,1,0,0,0,40
13703,0,1,0,0,1,0,0,41
1195,0,0,1,0,1,0,0,36
18978,0,1,0,0,1,0,0,47
26927,0,1,0,0,0,1,0,34
38648,0,1,0,0,1,0,0,57
27700,0,1,0,0,0,1,0,44
29140,0,0,1,0,0,1,0,41
31874,0,1,0,0,0,1,0,34
32086,0,0,1,0,1,0,0,33
17157,0,1,0,1,0,0,0,26
19444,0,1,0,1,0,0,0,51
25161,0,1,0,1,0,0,0,48
17063,0,1,0,0,1,0,0,51
10457,0,1,0,0,1,0,0,40
34366,0,1,0,0,1,0,0,35
38250,0,0,1,0,1,0,0,30
30802,0,1,0,1,0,0,0,40
20751,0,1,0,0,0,1,0,45
8583,0,1,0,1,0,0,0,38
8106,0,0,1,0,0,1,0,34
31321,0,0,1,0,0,1,0,32
29323,0,1,0,1,0,0,0,39
44872,0,0,1,0,1,0,0,30
21150,0,0,1,0,1,0,0,31
13205,0,0,1,0,1,0,0,52
25004,0,1,0,1,0,0,0,45
41912,0,1,0,0,0,1,0,61
43662,0,1,0,1,0,0,0,80
39280,0,0,1,1,0,0,0,34
4618,0,1,0,0,0,1,0,33
23580,0,0,1,0,0,1,0,30
42947,0,1,0,0,0,1,0,35
1991,0,1,0,0,1,0,0,44
33239,0,1,0,0,1,0,0,39
19224,1,0,0,0,0,1,0,53
18552,0,1,0,0,0,1,0,36
22053,0,1,0,0,0,1,0,59
35354,0,1,0,1,0,0,0,38
32240,1,0,0,0,1,0,0,36
12365,1,0,0,0,0,0,1,32
33416,0,1,0,1,0,0,0,44
30465,0,1,0,0,0,1,0,48
879,0,1,0,0,1,0,0,38
21400,0,0,1,0,0,1,0,36
43180,0,0,1,0,0,1,0,31
19000,0,1,0,0,0,1,0,46
18452,0,1,0,1,0,0,0,41
18353,0,1,0,0,0,1,0,35
42741,0,1,0,0,0,1,0,36
35388,0,1,0,0,1,0,0,36
38221,0,1,0,1,0,0,0,44
21446,0,1,0,0,0,1,0,45
11136,0,1,0,0,1,0,0,32
32978,0,1,0,0,1,0,0,38
3543,0,0,1,0,1,0,0,31
15691,0,0,1,0,0,1,0,27
1818,0,0,1,1,0,0,0,26
30727,0,1,0,0,0,1,0,47
14681,1,0,0,0,1,0,0,53
25981,0,1,0,0,1,0,0,36
14033,0,1,0,0,1,0,0,32
28867,0,0,1,0,0,1,0,26
13037,0,1,0,0,1,0,0,46
5223,0,0,1,0,1,0,0,33
13059,0,0,1,0,0,1,0,26
24872,0,0,1,0,0,1,0,36
2011,0,1,0,1,0,0,0,53
6635,0,1,0,0,0,0,1,30
44443,0,1,0,0,0,1,0,53
