id,balance,duration,housing,loan,campaign,y,default
8030,0.080139088,0.013623424,yes,no,2,no,yes
8031,0.098714434,0.01301342,yes,no,1,no,yes
8032,0.084097471,0.029076861,yes,no,1,no,yes
8033,0.079076862,0.014233428,yes,yes,1,no,yes
8034,0.07280337,0.210654738,yes,no,1,yes,yes
8035,0.102300583,0.078080521,yes,no,1,no,yes
8036,0.079694224,0.034973566,yes,no,2,no,yes
8037,0.074110726,0.021350142,yes,no,3,no,yes
8038,0.080901712,0.005286702,yes,no,1,no,yes
8039,0.073792966,0.074013827,yes,no,13,no,yes
8040,0.078323316,0.046156974,yes,yes,1,no,yes
8041,0.085649956,0.030703538,yes,no,3,no,yes
8042,0.075654132,0.094347296,yes,no,1,no,yes
8043,0.059366659,0.064863766,yes,no,5,no,yes
8044,0.07280337,0.013826759,no,no,21,no,no
8045,0.104461351,0.094347296,yes,no,1,no,yes
8046,0.073311786,0.079097194,no,no,1,no,no
8047,0.076198863,0.037616917,yes,yes,1,no,yes
8048,0.076897935,0.02602684,yes,no,3,no,yes
8049,0.079530805,0.017893453,yes,no,2,no,yes
8050,0.072876001,0.025010167,yes,no,1,no,yes
8051,0.108646705,0.054087027,no,no,2,no,no
8052,0.074900586,0.094753965,yes,no,1,no,yes
8053,0.08060211,0.016266775,yes,no,1,no,yes
8054,0.089163474,0.099633998,yes,no,1,no,yes
8055,0.07550887,0.047173648,yes,yes,1,no,yes
8056,0.104325168,0.012403416,yes,no,2,no,yes
8057,0.082572222,0.109190728,yes,no,5,no,yes
8058,0.079449095,0.046970313,yes,no,1,no,yes
8059,0.090025966,0.040056934,yes,yes,1,no,yes
8060,0.090824905,0.094347296,yes,no,2,no,yes
8061,0.089699127,0.057137048,yes,no,1,no,yes
8062,0.102191637,0.090890606,yes,no,2,no,yes
8063,0.087456648,0.033346889,yes,no,1,no,yes
8064,0.072394821,0.037413583,yes,no,1,no,yes
8065,0.080493164,0.025823505,yes,no,1,no,yes
8066,0.089372288,0.008540057,yes,no,1,no,yes
8067,0.077279248,0.026840179,yes,yes,6,no,yes
8068,0.073529679,0.117730785,yes,yes,2,no,yes
8069,0.084033919,0.108784059,yes,yes,4,no,yes
8070,0.106022915,0.036600244,no,no,1,no,no
8071,0.089453997,0.032330216,yes,no,1,no,yes
8072,0.071505093,0.013420089,yes,no,6,no,yes
8073,0.076071759,0.048596991,yes,yes,1,no,yes
8074,0.08282643,0.019316795,yes,yes,1,no,yes
8075,0.077542534,0.031720211,yes,no,1,no,yes
8076,0.134930002,0.018096787,no,no,1,no,no
8077,0.079666987,0.015046767,yes,no,1,no,yes
8078,0.088074011,0.035380236,yes,no,1,no,yes
8079,0.080974343,0.031720211,yes,no,1,no,yes
8080,0.076670964,0.011996747,yes,no,3,no,yes
8081,0.072857843,0.039243595,no,no,4,no,no
8082,0.079122256,0.165717771,yes,no,1,yes,yes
8083,0.09556407,0.043716958,yes,no,1,no,yes
8084,0.074183357,0.11447743,yes,no,1,yes,yes
8085,0.075045848,0.05551037,yes,yes,1,no,yes
8086,0.140940207,0.05246035,yes,yes,1,no,yes
8087,0.112886532,0.066897113,yes,no,1,no,yes
8088,0.072839686,0.006913379,yes,no,1,no,yes
8089,0.07280337,0.045343636,yes,no,1,no,yes
8090,0.086194687,0.015453436,yes,yes,1,no,yes
8091,0.072621793,0.187067914,yes,no,2,no,yes
8092,0.105251212,0.030906873,yes,no,2,no,yes
8093,0.079312912,0.02643351,yes,no,1,no,yes
8094,0.077506219,0.004270028,yes,no,1,no,yes
8095,0.088419007,0.023993493,yes,no,1,no,yes
8096,0.118460952,0.0750305,yes,yes,2,no,yes
8097,0.076389519,0.024806832,yes,no,1,no,yes
8098,0.107920397,0.090483937,yes,no,1,no,yes
8099,0.075835709,0.086417243,yes,yes,2,no,yes
8100,0.078050951,0.028873526,yes,no,4,no,yes
8101,0.076525702,0.064457096,yes,yes,6,no,yes
8102,0.07280337,0.037413583,yes,no,1,no,yes
8103,0.073502442,0.07198048,yes,yes,1,no,yes
8104,0.07383836,0.016673444,yes,no,3,no,yes
8105,0.116200316,0.021350142,yes,no,3,no,yes
8106,0.07280337,0.016876779,yes,no,1,no,yes
8107,0.077360957,0.04249695,yes,no,2,no,yes
8108,0.082127358,0.010776739,yes,no,2,no,yes
8109,0.078060029,0.077470516,yes,yes,2,no,yes
8110,0.075635974,0.042700285,yes,no,2,no,yes
8111,0.074310461,0.056527044,yes,no,1,no,yes
8112,0.083579976,0.039243595,yes,no,2,no,yes
8113,0.084079313,0.037210248,yes,no,3,no,yes
8114,0.072939553,0.079097194,no,no,1,no,no
8115,0.073457048,0.014030094,yes,no,1,no,yes
8116,0.077242932,0.004880033,yes,no,1,no,yes
8117,0.082771957,0.029076861,yes,yes,2,no,yes
8118,0.073112051,0.013826759,yes,no,1,no,yes
8119,0.075136637,0.037210248,yes,no,5,no,yes
8120,0.07208614,0.0099634,yes,no,1,no,yes
8121,0.07901331,0.030093534,yes,yes,2,no,yes
8122,0.073792966,0.010980073,yes,no,4,no,yes
8123,0.105133187,0.0199268,yes,no,1,no,yes
8124,0.072794291,0.009150061,yes,no,1,no,yes
8125,0.097933652,0.024603497,yes,no,4,no,yes
8126,0.072612714,0.076657178,no,no,1,no,no
8127,0.069180905,0.036600244,yes,no,1,no,yes
8128,0.071387068,0.057543717,yes,yes,5,no,yes
8129,0.065948832,0.063440423,yes,yes,1,no,yes
8130,0.072077061,0.029890199,yes,no,1,no,yes
8131,0.081264867,0.034363562,yes,no,1,no,yes
8132,0.070043397,0.036193575,yes,yes,4,no,yes
8133,0.078858969,0.031313542,yes,no,2,no,yes
8134,0.079267518,0.066287109,yes,no,3,no,yes
8135,0.082681169,0.073607157,yes,no,2,no,yes
8136,0.072812449,0.03294022,yes,yes,3,no,yes
8137,0.090116754,0.014640098,yes,no,3,no,yes
8138,0.075663211,0.024603497,yes,no,4,no,yes
8139,0.072095219,0.217161448,yes,no,1,yes,yes
8140,0.077696875,0.121797479,yes,no,2,no,yes
8141,0.083634449,0.020536804,yes,no,2,no,yes
8142,0.074737167,0.033143554,yes,no,2,no,yes
8143,0.074964139,0.062220415,yes,yes,4,no,yes
8144,0.075853867,0.063643758,yes,no,2,no,yes
8145,0.080148167,0.018503457,no,no,2,no,no
8146,0.095727489,0.019113461,yes,no,4,no,yes
8147,0.072894159,0.133794225,yes,no,2,no,yes
8148,0.10279992,0.050833672,yes,no,2,no,yes
8149,0.073693098,0.039243595,yes,no,5,no,yes
8150,0.076425835,0.100244002,yes,no,3,no,yes
8151,0.067528553,0.114274095,yes,no,3,no,yes
8152,0.074782561,0.099633998,yes,no,12,no,yes
8153,0.073720335,0.028466856,yes,yes,4,no,yes
8154,0.07280337,0.061407076,no,no,1,no,no
8155,0.07280337,0.009353396,yes,no,2,no,yes
8156,0.075409003,0.030296869,yes,no,8,no,yes
8157,0.078877127,0.017893453,yes,no,1,no,yes
8158,0.082336172,0.023993493,yes,no,3,no,yes
8159,0.088300982,0.086620577,yes,no,3,no,yes
8160,0.080674741,0.046766978,yes,no,3,yes,yes
8161,0.07303942,0.056323709,yes,no,2,no,yes
8162,0.072431137,0.034363562,yes,no,1,no,yes
8163,0.073865597,0.025010167,yes,no,4,no,yes
8164,0.088546112,0.034363562,yes,no,1,no,yes
8165,0.074137962,0.020740138,yes,no,2,no,yes
8166,0.074882429,0.043513623,yes,no,2,no,yes
8167,0.073702177,0.116307442,yes,no,4,no,yes
8168,0.07280337,0.029890199,no,no,1,no,no
8169,0.074482959,0.025213501,yes,no,3,no,yes
8170,0.081755125,0.021350142,yes,no,11,no,yes
8171,0.07280337,0.034770232,yes,no,2,no,yes
8172,0.078041872,0.010166734,yes,no,2,no,yes
8173,0.073484284,0.006303375,yes,no,3,no,yes
8174,0.071795617,0.054087027,no,no,2,no,no
8175,0.080556716,0.033143554,yes,no,2,no,yes
8176,0.0800483,0.061813745,yes,no,2,no,yes
8177,0.078069108,0.095363969,yes,no,2,no,yes
8178,0.093021989,0.009150061,yes,no,3,no,yes
8179,0.115755452,0.050630338,yes,no,2,no,yes
8180,0.068854066,0.017283449,yes,no,8,no,yes
8181,0.07599005,0.154127694,yes,no,3,no,yes
8182,0.150500245,0.094753965,yes,no,2,no,yes
8183,0.129273873,0.040666938,yes,no,2,no,yes
8184,0.252537541,0.196421309,yes,no,3,no,yes
8185,0.087620068,0.087433916,yes,no,2,no,yes
8186,0.081455523,0.151891013,yes,no,2,yes,yes
8187,0.080021063,0.029890199,yes,no,1,no,yes
8188,0.075200189,0.026636844,no,no,2,no,no
8189,0.070678917,0.110004067,yes,yes,1,no,yes
8190,0.073529679,0.057137048,yes,yes,4,no,yes
8191,0.083770632,0.06893046,yes,no,7,no,yes
8192,0.073910991,0.032126881,yes,no,1,no,yes
8193,0.097452472,0.040870272,yes,no,3,no,yes
8194,0.079603435,0.011386743,yes,no,3,no,yes
8195,0.086684945,0.046970313,yes,no,8,no,yes
8196,0.190074991,0.018503457,yes,no,3,no,yes
8197,0.119686598,0.029686865,yes,no,4,no,yes
8198,0.088963739,0.038023587,yes,no,9,no,yes
8199,0.0719318,0.054697031,yes,no,3,no,yes
8200,0.07280337,0.017690118,no,no,3,no,no
8201,0.070633523,0.044936966,yes,no,2,no,yes
8202,0.076262415,0.070557137,yes,no,2,no,yes
8203,0.066575273,0.051850346,no,yes,3,no,no
8204,0.072921395,0.014436763,no,no,4,no,no
8205,0.074374013,0.037413583,yes,no,3,no,yes
8206,0.072467452,0.056120374,yes,yes,2,no,yes
8207,0.082172753,0.008336722,yes,no,5,no,yes
8208,0.091324242,0.02948353,yes,no,2,no,yes
8209,0.09595446,0.086213908,yes,no,2,no,yes
8210,0.099949158,0.12444083,yes,no,2,no,yes
8211,0.073348102,0.057340382,no,no,7,no,no
8212,0.072857843,0.032330216,yes,no,6,no,yes
8213,0.076825305,0.136437576,yes,no,5,yes,yes
8214,0.088055853,0.015453436,yes,no,2,no,yes
8215,0.072267717,0.023790159,yes,yes,2,no,yes
8216,0.093203566,0.012200081,yes,no,9,no,yes
8217,0.073620467,0.051240342,yes,no,4,no,yes
8218,0.062553338,0.112850752,yes,no,5,yes,yes
8219,0.090498066,0.040666938,yes,no,3,no,yes
8220,0.076053602,0.071167141,yes,no,1,no,yes
8221,0.07280337,0.031923546,no,no,3,no,no
8222,0.084306284,0.017690118,yes,no,4,no,yes
8223,0.07280337,0.063440423,yes,no,2,no,yes
8224,0.073484284,0.045140301,yes,yes,2,no,yes
8225,0.085286801,0.044326962,yes,yes,2,no,yes
8226,0.103971093,0.11142741,yes,no,8,no,yes
8227,0.081664336,0.035786905,yes,no,4,no,yes
8228,0.078277922,0.068117121,yes,yes,2,no,yes
8229,0.081210393,0.028873526,yes,yes,2,no,yes
8230,0.147821982,0.054290362,yes,no,1,no,yes
8231,0.09038912,0.017486783,yes,no,1,no,yes
8232,0.072830607,0.026230175,yes,yes,4,no,yes
8233,0.076589254,0.06547377,yes,no,5,no,yes
8234,0.084360758,0.02257015,yes,no,3,no,yes
8235,0.073693098,0.027653518,yes,no,1,no,yes
8236,0.070243132,0.021960146,yes,yes,1,no,yes
8237,0.07694333,0.014436763,yes,no,1,no,yes
8238,0.07280337,0.005896706,yes,no,32,no,yes
8239,0.075536107,0.030500203,yes,no,5,no,yes
8240,0.114048626,0.051240342,yes,no,5,no,yes
8241,0.075136637,0.105327369,yes,no,1,no,yes
8242,0.07312113,0.008540057,yes,no,1,no,yes
8243,0.075027691,0.028466856,yes,no,3,no,yes
8244,0.264330979,0.029280195,yes,no,2,no,yes
8245,0.100212445,0.061610411,no,no,2,no,no
8246,0.067928023,0.034770232,yes,no,1,no,yes
8247,0.071722986,0.026840179,yes,no,5,no,yes
8248,0.070125107,0.05856039,yes,no,1,no,yes
8249,0.132042925,0.014843432,yes,no,3,no,yes
8250,0.074355855,0.046766978,yes,no,4,no,yes
8251,0.068164073,0.016673444,yes,no,1,no,yes
8252,0.096499192,0.127287515,yes,yes,1,no,yes
8253,0.08959018,0.070150468,yes,no,3,no,yes
8254,0.091723712,0.015250102,yes,no,5,no,yes
8255,0.077079513,0.043513623,yes,no,2,no,yes
8256,0.100021789,0.097397316,no,no,3,no,no
8257,0.07590834,0.031720211,yes,no,5,no,yes
8258,0.080211719,0.016266775,yes,no,3,no,yes
8259,0.130190838,0.041480277,yes,no,5,no,yes
8260,0.075318214,0.073200488,yes,no,3,no,yes
8261,0.070942204,0.025620171,yes,no,1,no,yes
8262,0.086349028,0.054290362,yes,no,10,no,yes
8263,0.077115828,0.05896706,yes,yes,1,no,yes
8264,0.082835509,0.027653518,yes,yes,4,no,yes
8265,0.073375338,0.011386743,yes,no,8,no,yes
8266,0.07280337,0.00650671,yes,no,2,no,yes
8267,0.076571097,0.157991053,yes,no,4,yes,yes
8268,0.07328455,0.167954453,yes,no,4,no,yes
8269,0.07136891,0.018503457,yes,no,1,no,yes
8270,0.066348301,0.040260268,yes,no,1,no,yes
8271,0.096562744,0.033346889,yes,no,2,no,yes
8272,0.073829281,0.0199268,yes,no,4,no,yes
8273,0.066529879,0.010776739,yes,yes,1,no,yes
8274,0.064750422,0.070963806,no,no,4,no,no
8275,0.074564669,0.036193575,yes,no,1,no,yes
8276,0.092758702,0.108174054,no,no,2,no,no
8277,0.083425635,0.024400163,yes,no,2,no,yes
8278,0.090098596,0.033346889,yes,no,4,no,yes
8279,0.077633323,0.076250508,yes,no,1,no,yes
8280,0.096726163,0.004066694,yes,no,21,no,yes
8281,0.074437565,0.079707198,yes,yes,3,no,yes
8282,0.10948196,0.043310289,yes,no,2,no,yes
8283,0.072821528,0.003660024,yes,no,1,no,yes
8284,0.091623845,0.079910533,no,no,3,no,no
8285,0.07280337,0.151687678,yes,no,2,no,yes
8286,0.068445518,0.071370476,yes,yes,6,no,yes
8287,0.110353531,0.028873526,yes,no,3,no,yes
8288,0.072785212,0.064253762,no,no,1,no,no
8289,0.072839686,0.046563644,yes,yes,8,no,yes
8290,0.072812449,0.053070354,yes,no,8,no,yes
8291,0.094474606,0.058763725,yes,yes,2,no,yes
8292,0.086376264,0.015046767,yes,no,3,no,yes
8293,0.070824179,0.046156974,yes,no,15,no,yes
8294,0.067201714,0.023383489,yes,no,2,no,yes
8295,0.0773428,0.036193575,yes,no,2,no,yes
8296,0.094265793,0.031313542,yes,no,2,no,yes
8297,0.07694333,0.020333469,yes,yes,4,no,yes
8298,0.07280337,0.012403416,no,no,7,no,no
8299,0.073420732,0.153314355,yes,no,2,no,yes
8300,0.119968042,0.011183408,yes,no,25,no,yes
8301,0.082699326,0.02643351,yes,no,2,no,yes
8302,0.078913442,0.103497357,yes,no,2,no,yes
8303,0.094756051,0.036803579,yes,yes,16,no,yes
8304,0.085659034,0.048596991,yes,no,4,no,yes
8305,0.080320665,0.095160634,no,no,8,no,no
8306,0.08736586,0.072793819,yes,no,3,no,yes
8307,0.086784813,0.089873932,yes,no,11,no,yes
8308,0.07280337,0.32045547,yes,no,3,no,yes
8309,0.072639951,0.016876779,yes,yes,6,no,yes
8310,0.071841011,0.027246848,yes,no,3,no,yes
8311,0.072812449,0.005693371,yes,yes,8,no,yes
8312,0.073747571,0.018706791,yes,no,5,no,yes
8313,0.077324642,0.014843432,yes,no,5,no,yes
8314,0.139469431,0.044123627,yes,no,4,no,yes
8315,0.073102972,0.027246848,yes,no,8,no,yes
8316,0.104543061,0.02257015,yes,no,4,no,yes
8317,0.078178055,0.045140301,yes,no,2,no,yes
8318,0.082862746,0.015250102,yes,yes,4,no,yes
8319,0.070152343,0.036396909,yes,no,7,no,yes
8320,0.088310061,0.022366816,yes,no,3,no,yes
8321,0.074936902,0.011793412,yes,no,4,no,yes
8322,0.063270568,0.11142741,yes,no,2,no,yes
8323,0.094574474,0.003253355,yes,no,13,no,yes
8324,0.120322118,0.043310289,no,no,3,no,no
8325,0.081464602,0.081740545,yes,no,9,no,yes
8326,0.103707806,0.063440423,yes,no,3,no,yes
8327,0.073048499,0.056933713,yes,no,2,no,yes
8328,0.129863999,0.140097601,yes,no,3,no,yes
8329,0.076026365,0.051443676,yes,no,7,no,yes
8330,0.07280337,0.037413583,yes,yes,5,no,yes
8331,0.111924173,0.008743392,yes,no,15,no,yes
8332,0.079122256,0.063033754,yes,no,3,no,yes
8333,0.066284749,0.018300122,yes,no,4,no,yes
8334,0.065050025,0.03944693,yes,no,4,no,yes
8335,0.184309916,0.200081334,yes,no,4,no,yes
8336,0.07280337,0.017283449,yes,no,4,no,yes
8337,0.067583026,0.031110207,yes,no,9,no,yes
8338,0.072921395,0.011996747,no,no,4,no,no
8339,0.131316616,0.004066694,yes,no,8,no,yes
8340,0.090597934,0.123017487,yes,no,6,yes,yes
8341,0.073983622,0.036600244,no,no,3,no,no
8342,0.081246709,0.019113461,yes,no,16,no,yes
8343,0.119550415,0.047173648,yes,no,3,no,yes
8344,0.075163873,0.143757625,yes,no,14,yes,yes
8345,0.069071959,0.087840586,yes,no,4,yes,yes
8346,0.07590834,0.030906873,yes,no,6,no,yes
8347,0.095763804,0.021146808,yes,no,7,no,yes
8348,0.07654386,0.031313542,yes,no,5,no,yes
8349,0.178254317,0.014233428,yes,no,10,no,yes
8350,0.071305358,0.009760065,yes,no,2,no,yes
8351,0.101301908,0.037006913,no,no,5,no,no
8352,0.078922521,0.030500203,yes,yes,3,no,yes
8353,0.069534981,0.04249695,yes,no,2,no,yes
8354,0.073193761,0.017486783,yes,no,5,no,yes
8355,0.075209268,0.013623424,yes,yes,10,no,yes
8356,0.071704828,0.040056934,yes,no,5,no,yes
8357,0.075926498,0.017690118,yes,no,1,no,yes
8358,0.094801445,0.015250102,no,no,4,no,no
8359,0.083570897,0.09150061,yes,no,3,no,yes
8360,0.142111379,0.043920293,yes,yes,1,no,yes
8361,0.07280337,0.035380236,yes,no,1,no,yes
8362,0.068754199,0.036600244,no,no,1,no,no
8363,0.075318214,0.004066694,yes,no,8,no,yes
8364,0.078686471,0.036396909,yes,no,1,no,yes
8365,0.061972291,0.014843432,yes,yes,1,no,yes
8366,0.073774808,0.011183408,yes,no,1,no,yes
8367,0.077052276,0.045140301,yes,yes,1,no,yes
8368,0.064886605,0.054290362,yes,yes,1,no,yes
8369,0.088192036,0.014030094,yes,no,2,no,yes
8370,0.070152343,0.037820252,yes,yes,1,no,yes
8371,0.074582826,0.012810085,yes,yes,1,no,yes
8372,0.081101447,0.033753558,no,no,1,no,no
8373,0.079467253,0.067507117,yes,no,3,no,yes
8374,0.073892833,0.110207401,yes,no,1,no,yes
8375,0.083017086,0.061203741,yes,no,1,no,yes
8376,0.08338932,0.042090281,yes,no,1,no,yes
8377,0.197029397,0.023383489,yes,no,3,no,yes
8378,0.065631071,0.032330216,yes,no,1,no,yes
8379,0.074900586,0.023790159,yes,no,1,no,yes
8380,0.107384744,0.032330216,yes,no,4,no,yes
8381,0.075118479,0.048393656,yes,yes,2,no,yes
8382,0.073112051,0.032736885,yes,yes,1,no,yes
8383,0.084415231,0.23851159,yes,no,3,yes,yes
8384,0.067701051,0.041886946,yes,no,1,no,yes
8385,0.0642874,0.089060594,yes,no,1,no,yes
8386,0.099068509,0.050833672,yes,no,1,no,yes
8387,0.071713907,0.009353396,yes,no,1,no,yes
8388,0.070479182,0.029890199,yes,no,2,no,yes
8389,0.070025239,0.055917039,yes,no,1,no,yes
8390,0.075926498,0.005286702,yes,no,7,no,yes
8391,0.088891108,0.041073607,no,no,1,no,no
8392,0.073584152,0.195811305,yes,yes,2,yes,yes
8393,0.073638625,0.010166734,yes,no,4,no,yes
8394,0.091832658,0.047986987,yes,no,2,no,yes
8395,0.085105224,0.055307035,yes,no,1,no,yes
8396,0.076598333,0.022773485,yes,no,1,no,yes
8397,0.076952409,0.078080521,yes,no,5,no,yes
8398,0.0848147,0.073403823,yes,no,1,no,yes
8399,0.076888857,0.0099634,yes,no,1,no,yes
8400,0.075681368,0.193777959,yes,no,1,no,yes
8401,0.086830207,0.030093534,yes,no,2,no,yes
8402,0.067455922,0.047376983,yes,no,1,no,yes
8403,0.100675467,0.083163888,yes,no,1,no,yes
8404,0.076852541,0.03944693,yes,no,1,no,yes
8405,0.068490912,0.109394063,yes,no,2,no,yes
8406,0.091523977,0.020943473,yes,no,1,no,yes
8407,0.076498466,0.117730785,yes,no,1,no,yes
8408,0.078668313,0.037210248,yes,no,4,no,yes
8409,0.074455722,0.023790159,yes,no,1,no,yes
8410,0.07280337,0.042700285,yes,yes,1,no,yes
8411,0.071632197,0.035583571,yes,no,1,no,yes
8412,0.088791241,0.037820252,yes,no,1,no,yes
8413,0.074864271,0.004676698,no,yes,1,no,no
8414,0.077006882,0.054493697,no,no,1,no,no
8415,0.07280337,0.013826759,yes,no,1,no,yes
8416,0.081410128,0.031923546,yes,no,1,no,yes
8417,0.074537432,0.026840179,yes,no,1,no,yes
8418,0.074501117,0.008743392,yes,no,1,no,yes
8419,0.106295281,0.073810492,yes,no,1,no,yes
8420,0.079548962,0.105124034,yes,no,1,no,yes
8421,0.078023714,0.064050427,no,no,1,no,no
8422,0.06731066,0.029076861,yes,yes,1,no,yes
8423,0.07280337,0.014843432,yes,no,1,no,yes
8424,0.09157845,0.009150061,yes,no,1,no,yes
8425,0.098333121,0.090890606,yes,no,1,no,yes
8426,0.071405226,0.069540464,no,no,3,no,no
8427,0.089635575,0.024196828,yes,yes,2,no,yes
8428,0.079848565,0.030500203,yes,no,1,no,yes
8429,0.113349554,0.022366816,yes,no,1,no,yes
8430,0.157472809,0.033753558,yes,no,1,no,yes
8431,0.074800719,0.013216755,yes,no,13,no,yes
8432,0.07821437,0.082147214,yes,no,13,no,yes
8433,0.190156701,0.056933713,yes,no,1,no,yes
8434,0.098923247,0.031923546,yes,no,1,no,yes
8435,0.071650355,0.034566897,yes,no,3,no,yes
8436,0.10829263,0.016266775,yes,no,1,no,yes
8437,0.079921196,0.006913379,yes,yes,1,no,yes
8438,0.083888657,0.05246035,yes,no,1,no,yes
8439,0.085958637,0.059170394,no,no,1,no,no
8440,0.08673034,0.025620171,yes,no,4,no,yes
8441,0.086512447,0.017893453,yes,no,2,no,yes
8442,0.06595791,0.191337942,yes,yes,3,yes,yes
8443,0.084687596,0.070963806,yes,no,2,no,yes
8444,0.074664536,0.034566897,yes,no,1,no,yes
8445,0.107865923,0.020740138,yes,no,1,no,yes
8446,0.080729214,0.026636844,yes,yes,1,no,yes
8447,0.076053602,0.078080521,yes,no,1,no,yes
8448,0.098850616,0.089467263,yes,no,1,no,yes
8449,0.087955986,0.029076861,yes,no,1,no,yes
8450,0.072921395,0.057747052,no,no,1,no,no
8451,0.07280337,0.05896706,no,no,1,no,no
8452,0.088546112,0.032736885,yes,no,3,no,yes
8453,0.07280337,0.050223668,yes,no,13,no,yes
8454,0.088546112,0.025010167,yes,no,4,no,yes
8455,0.107421059,0.156771045,yes,no,1,no,yes
8456,0.077315563,0.020943473,yes,no,2,no,yes
8457,0.080275271,0.026840179,yes,no,5,no,yes
8458,0.079785013,0.047783652,yes,no,1,no,yes
8459,0.07280337,0.208418056,no,no,7,yes,no
8460,0.073411654,0.009150061,no,no,2,no,no
8461,0.069180905,0.004270028,yes,yes,3,no,yes
8462,0.081364734,0.049410329,yes,no,3,no,yes
8463,0.076752674,0.026636844,yes,yes,5,no,yes
8464,0.07654386,0.064253762,yes,no,1,no,yes
8465,0.067083689,0.03904026,yes,yes,2,no,yes
8466,0.128556643,0.02948353,yes,no,1,no,yes
8467,0.077996477,0.05856039,yes,no,2,no,yes
8468,0.081037895,0.004676698,yes,no,1,no,yes
8469,0.082544986,0.115697438,yes,no,2,no,yes
8470,0.075835709,0.004676698,yes,no,1,no,yes
8471,0.077079513,0.077063847,yes,no,2,no,yes
8472,0.221714815,0.082553884,yes,no,3,no,yes
8473,0.11282298,0.021553477,yes,no,6,no,yes
8474,0.077515298,0.079910533,yes,no,3,no,yes
8475,0.075254662,0.023586824,yes,no,1,no,yes
8476,0.079576199,0.005083367,yes,yes,1,no,yes
8477,0.070361157,0.023993493,yes,no,2,no,yes
8478,0.074782561,0.015250102,no,no,1,no,no
8479,0.187977775,0.010980073,yes,no,1,no,yes
8480,0.077996477,0.047783652,yes,yes,1,no,yes
8481,0.073048499,0.082147214,yes,no,4,no,yes
8482,0.07280337,0.025620171,yes,no,1,no,yes
8483,0.069480508,0.020740138,yes,yes,1,no,yes
8484,0.116272947,0.046156974,yes,no,1,no,yes
8485,0.067528553,0.025010167,yes,no,5,no,yes
8486,0.075944655,0.027450183,yes,no,1,no,yes
8487,0.084705754,0.020333469,yes,no,3,no,yes
8488,0.079385543,0.061610411,yes,no,1,no,yes
8489,0.074419407,0.148840992,yes,no,2,yes,yes
8490,0.092649756,0.074420496,yes,no,1,no,yes
8491,0.081646179,0.046360309,yes,no,1,no,yes
8492,0.087220598,0.002846686,yes,no,1,no,yes
8493,0.08609482,0.039243595,yes,no,1,no,yes
8494,0.081255788,0.083163888,yes,no,1,no,yes
8495,0.07415612,0.044733632,yes,no,2,no,yes
8496,0.072903238,0.00650671,no,no,3,no,no
8497,0.077034118,0.046970313,yes,no,2,no,yes
8498,0.074927823,0.049206995,yes,no,2,no,yes
8499,0.075009533,0.063033754,yes,no,4,no,yes
8500,0.071831932,0.043920293,yes,no,2,no,yes
8501,0.078414105,0.024196828,yes,no,4,no,yes
8502,0.132097398,0.100650671,yes,no,3,no,yes
8503,0.0746373,0.02602684,yes,no,6,no,yes
8504,0.07280337,0.037616917,yes,yes,1,no,yes
8505,0.077587929,0.146807645,yes,no,2,no,yes
8506,0.088219273,0.048800325,yes,yes,5,no,yes
8507,0.091905289,0.092517283,yes,no,1,no,yes
8508,0.08060211,0.028060187,yes,no,2,no,yes
8509,0.082072885,0.073403823,yes,no,3,no,yes
8510,0.079076862,0.0849939,yes,no,2,no,yes
8511,0.07041563,0.042293615,yes,no,1,no,yes
8512,0.077324642,0.03599024,yes,no,26,no,yes
8513,0.087220598,0.017080114,yes,no,15,no,yes
8514,0.07312113,0.08845059,yes,no,3,no,yes
8515,0.075899261,0.024400163,no,no,2,no,no
8516,0.073402575,0.167751118,yes,no,1,no,yes
8517,0.084524177,0.010370069,yes,no,2,no,yes
8518,0.088963739,0.048393656,yes,yes,6,no,yes
8519,0.08880032,0.052663684,yes,no,1,no,yes
8520,0.07431954,0.048190321,yes,no,2,no,yes
8521,0.07280337,0.022366816,no,no,2,no,no
8522,0.075327293,0.21248475,yes,no,3,yes,yes
8523,0.080229877,0.038226922,yes,no,5,no,yes
8524,0.075318214,0.046970313,yes,no,12,no,yes
8525,0.068463675,0.005490037,yes,no,6,no,yes
8526,0.070796942,0.034566897,yes,yes,1,no,yes
8527,0.075245583,0.125050834,yes,no,1,no,yes
8528,0.115800846,0.13745425,yes,no,5,no,yes
8529,0.085268643,0.03904026,yes,no,4,no,yes
8530,0.104179907,0.05246035,yes,no,2,no,yes
8531,0.073230076,0.017283449,yes,no,1,no,yes
8532,0.074773482,0.174867832,yes,no,1,no,yes
8533,0.092667913,0.138267588,yes,no,2,no,yes
8534,0.235895993,0.033550224,yes,no,2,no,yes
8535,0.101038621,0.072387149,yes,no,2,no,yes
8536,0.080565794,0.047783652,yes,no,2,no,yes
8537,0.089326893,0.035176901,yes,yes,3,no,yes
8538,0.072422058,0.059780399,yes,yes,2,no,yes
8539,0.083080638,0.043920293,yes,no,1,no,yes
8540,0.073493363,0.03599024,yes,no,1,no,yes
8541,0.077451746,0.044733632,yes,yes,1,no,yes
8542,0.144145044,0.130337536,yes,no,2,no,yes
8543,0.096308536,0.007726718,no,no,3,no,no
8544,0.075890182,0.128710858,yes,no,28,no,yes
8545,0.072231402,0.019113461,yes,no,1,no,yes
8546,0.074137962,0.097193981,yes,no,2,no,yes
